gene_callers_id	source	accession	function	e_value
AMXMAG_0088___53	KOfam	K03650	tRNA modification GTPase [EC:3.6.-.-]	2.8e-124
AMXMAG_0088___977	KOfam	K06933	uncharacterized protein	3e-52
AMXMAG_0088___1004	KOfam	K06933	uncharacterized protein	1.4e-42
AMXMAG_0088___625	KOfam	K23518	O-acetyl-ADP-ribose deacetylase [EC:3.1.1.106]	5.3e-83
AMXMAG_0088___59	KOfam	K06940	uncharacterized protein	3.6e-13
AMXMAG_0088___380	KOfam	K07486	transposase	3.1e-83
AMXMAG_0088___971	KOfam	K01008	selenide, water dikinase [EC:2.7.9.3]	1.5e-84
AMXMAG_0088___692	KOfam	K06997	PLP dependent protein	1.6e-82
AMXMAG_0088___592	KOfam	K01593	aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105]	3.7e-148
AMXMAG_0088___1006	KOfam	K01593	aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105]	1.6e-111
AMXMAG_0088___878	KOfam	K03390	heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	1.6e-40
AMXMAG_0088___494	KOfam	K06217	phosphate starvation-inducible protein PhoH and related proteins	1.1e-148
AMXMAG_0088___485	KOfam	K15257	tRNA (mo5U34)-methyltransferase [EC:2.1.1.-]	7.9e-59
AMXMAG_0088___63	KOfam	K02111	F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]	8.3e-269
AMXMAG_0088___650	KOfam	K01356	repressor LexA [EC:3.4.21.88]	3.5e-67
AMXMAG_0088___48	KOfam	K02313	chromosomal replication initiator protein	2.1e-142
AMXMAG_0088___344	KOfam	K04763	integrase/recombinase XerD	6.3e-97
AMXMAG_0088___723	KOfam	K04763	integrase/recombinase XerD	3.2e-93
AMXMAG_0088___202	KOfam	K16171	fumarylacetoacetate (FAA) hydrolase [EC:3.7.1.2]	2e-68
AMXMAG_0088___722	KOfam	K01419	ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.2]	2.9e-86
AMXMAG_0088___624	KOfam	K17290	oxidoreductase [EC:1.1.1.-]	6.3e-55
AMXMAG_0088___939	KOfam	K18014	3-aminobutyryl-CoA ammonia-lyase [EC:4.3.1.14]	3e-64
AMXMAG_0088___1073	KOfam	K07646	two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]	5.1e-127
AMXMAG_0088___1081	KOfam	K07646	two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]	9.3e-95
AMXMAG_0088___778	KOfam	K03636	sulfur-carrier protein	4.1e-17
AMXMAG_0088___188	KOfam	K06996	uncharacterized protein	2.1e-26
AMXMAG_0088___1112	KOfam	K03150	2-iminoacetate synthase [EC:4.1.99.19]	1.7e-142
AMXMAG_0088___803	KOfam	K06941	23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]	1.3e-127
AMXMAG_0088___317	KOfam	K01962	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]	4.8e-157
AMXMAG_0088___809	KOfam	K23269	phosphoribosylformylglycinamidine synthase subunit PurL [EC:6.3.5.3]	0
AMXMAG_0088___626	KOfam	K07491	REP-associated tyrosine transposase	6.7e-45
AMXMAG_0088___788	KOfam	K10112	multiple sugar transport system ATP-binding protein [EC:7.5.2.-]	2.3e-171
AMXMAG_0088___961	KOfam	K21495	antitoxin FitA	1e-11
AMXMAG_0088___594	KOfam	K21495	antitoxin FitA	2.6e-11
AMXMAG_0088___1075	KOfam	K01547	potassium-transporting ATPase ATP-binding subunit [EC:7.2.2.6]	0
AMXMAG_0088___104	KOfam	K00088	IMP dehydrogenase [EC:1.1.1.205]	3.1e-129
AMXMAG_0088___491	KOfam	K03595	GTPase	1.2e-109
AMXMAG_0088___65	KOfam	K02112	F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]	6.5e-254
AMXMAG_0088___493	KOfam	K07042	probable rRNA maturation factor	9e-45
AMXMAG_0088___1006	KOfam	K13745	L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]	2.8e-144
AMXMAG_0088___1068	KOfam	K00507	stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]	5.3e-77
AMXMAG_0088___47	KOfam	K02338	DNA polymerase III subunit beta [EC:2.7.7.7]	1.1e-96
AMXMAG_0088___926	KOfam	K00249	acyl-CoA dehydrogenase [EC:1.3.8.7]	1.7e-121
AMXMAG_0088___75	KOfam	K01156	type III restriction enzyme [EC:3.1.21.5]	2.6e-133
AMXMAG_0088___1155	KOfam	K01426	amidase [EC:3.5.1.4]	9.2e-104
AMXMAG_0088___1132	KOfam	K21084	diguanylate cyclase [EC:2.7.7.65]	6e-154
AMXMAG_0088___212	KOfam	K01354	oligopeptidase B [EC:3.4.21.83]	7.6e-279
AMXMAG_0088___62	KOfam	K02113	F-type H+-transporting ATPase subunit delta	2e-38
AMXMAG_0088___1076	KOfam	K01546	potassium-transporting ATPase potassium-binding subunit	3.1e-274
AMXMAG_0088___39	KOfam	K06215	pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]	6.1e-152
AMXMAG_0088___578	KOfam	K02259	heme a synthase [EC:1.17.99.9]	1.4e-47
AMXMAG_0088___777	KOfam	K03635	molybdopterin synthase catalytic subunit [EC:2.8.1.12]	2.6e-53
AMXMAG_0088___719	KOfam	K01778	diaminopimelate epimerase [EC:5.1.1.7]	1.8e-70
AMXMAG_0088___1064	KOfam	K02517	Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241 2.3.1.-]	5.7e-76
AMXMAG_0088___509	KOfam	K01963	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]	1.2e-127
AMXMAG_0088___178	KOfam	K07494	putative transposase	1.4e-31
AMXMAG_0088___16	KOfam	K00338	NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]	2.1e-44
AMXMAG_0088___260	KOfam	K03625	transcription antitermination protein NusB	2.3e-48
AMXMAG_0088___413	KOfam	K16566	exopolysaccharide production protein ExoY	9.6e-73
AMXMAG_0088___368	KOfam	K02275	cytochrome c oxidase subunit II [EC:7.1.1.9]	2e-80
AMXMAG_0088___128	KOfam	K07133	uncharacterized protein	7.9e-99
AMXMAG_0088___836	KOfam	K07133	uncharacterized protein	8.8e-94
AMXMAG_0088___500	KOfam	K07133	uncharacterized protein	7.2e-87
AMXMAG_0088___107	KOfam	K07133	uncharacterized protein	1.6e-64
AMXMAG_0088___495	KOfam	K07133	uncharacterized protein	1.4e-51
AMXMAG_0088___933	KOfam	K18013	3-keto-5-aminohexanoate cleavage enzyme [EC:2.3.1.247]	3e-112
AMXMAG_0088___392	KOfam	K01556	kynureninase [EC:3.7.1.3]	5.6e-153
AMXMAG_0088___129	KOfam	K07090	uncharacterized protein	9.2e-32
AMXMAG_0088___126	KOfam	K07090	uncharacterized protein	2e-14
AMXMAG_0088___726	KOfam	K07053	3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]	7.2e-53
AMXMAG_0088___631	KOfam	K01620	threonine aldolase [EC:4.1.2.48]	1.1e-133
AMXMAG_0088___1111	KOfam	K04758	ferrous iron transport protein A	8.8e-20
AMXMAG_0088___889	KOfam	K03750	molybdopterin molybdotransferase [EC:2.10.1.1]	1.5e-136
AMXMAG_0088___635	KOfam	K04567	lysyl-tRNA synthetase, class II [EC:6.1.1.6]	3.5e-219
AMXMAG_0088___10	KOfam	K02116	ATP synthase protein I	3.7e-07
AMXMAG_0088___772	KOfam	K07052	CAAX protease family protein	5.8e-21
AMXMAG_0088___334	KOfam	K07091	lipopolysaccharide export system permease protein	3.7e-111
AMXMAG_0088___228	KOfam	K00926	carbamate kinase [EC:2.7.2.2]	9.4e-134
AMXMAG_0088___816	KOfam	K02843	lipopolysaccharide heptosyltransferase II [EC:2.4.99.24]	3.9e-85
AMXMAG_0088___445	KOfam	K03585	membrane fusion protein, multidrug efflux system	8.4e-77
AMXMAG_0088___932	KOfam	K18012	L-erythro-3,5-diaminohexanoate dehydrogenase [EC:1.4.1.11]	8.9e-156
AMXMAG_0088___1153	KOfam	K06006	periplasmic protein CpxP/Spy	1.1e-17
AMXMAG_0088___15	KOfam	K00339	NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]	6.3e-51
AMXMAG_0088___696	KOfam	K07456	DNA mismatch repair protein MutS2	1.2e-191
AMXMAG_0088___1022	KOfam	K01782	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]	2.5e-255
AMXMAG_0088___506	KOfam	K07497	putative transposase	1.9e-25
AMXMAG_0088___885	KOfam	K03154	sulfur carrier protein	2e-13
AMXMAG_0088___732	KOfam	K07454	putative restriction endonuclease	1.6e-40
AMXMAG_0088___370	KOfam	K02276	cytochrome c oxidase subunit III [EC:7.1.1.9]	1.9e-70
AMXMAG_0088___31	KOfam	K03168	DNA topoisomerase I [EC:5.6.2.1]	1.7e-269
AMXMAG_0088___866	KOfam	K09690	lipopolysaccharide transport system permease protein	6.3e-80
AMXMAG_0088___571	KOfam	K02909	large subunit ribosomal protein L31	4.2e-38
AMXMAG_0088___680	KOfam	K03424	TatD DNase family protein [EC:3.1.21.-]	4.5e-84
AMXMAG_0088___643	KOfam	K00677	UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	6.1e-103
AMXMAG_0088___968	KOfam	K12267	peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12]	4.5e-122
AMXMAG_0088___314	KOfam	K21929	uracil-DNA glycosylase [EC:3.2.2.27]	2.1e-84
AMXMAG_0088___779	KOfam	K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	4.2e-84
AMXMAG_0088___1122	KOfam	K07722	CopG family transcriptional regulator, nickel-responsive regulator	3.1e-49
AMXMAG_0088___791	KOfam	K16149	1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	3.7e-124
AMXMAG_0088___66	KOfam	K02114	F-type H+-transporting ATPase subunit epsilon	5.4e-31
AMXMAG_0088___210	KOfam	K11381	2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]	9.2e-224
AMXMAG_0088___45	KOfam	K02470	DNA gyrase subunit B [EC:5.6.2.2]	0
AMXMAG_0088___695	KOfam	K02316	DNA primase [EC:2.7.7.101]	2.8e-145
AMXMAG_0088___736	KOfam	K19092	toxin ParE1/3/4	6.1e-17
AMXMAG_0088___658	KOfam	K07079	uncharacterized protein	5.9e-68
AMXMAG_0088___792	KOfam	K04564	superoxide dismutase, Fe-Mn family [EC:1.15.1.1]	6.6e-37
AMXMAG_0088___64	KOfam	K02115	F-type H+-transporting ATPase subunit gamma	6.9e-108
AMXMAG_0088___619	KOfam	K00058	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	1.8e-105
AMXMAG_0088___488	KOfam	K24105	mutual gliding-motility protein MglA	1.6e-87
AMXMAG_0088___618	KOfam	K00931	glutamate 5-kinase [EC:2.7.2.11]	3e-138
AMXMAG_0088___938	KOfam	K18011	beta-lysine 5,6-aminomutase beta subunit [EC:5.4.3.3]	2.4e-107
AMXMAG_0088___1119	KOfam	K18005	[NiFe] hydrogenase diaphorase moiety large subunit [EC:1.12.1.2]	8e-188
AMXMAG_0088___867	KOfam	K09691	lipopolysaccharide transport system ATP-binding protein	1.1e-129
AMXMAG_0088___371	KOfam	K02277	cytochrome c oxidase subunit IV [EC:7.1.1.9]	2.3e-26
AMXMAG_0088___227	KOfam	K07469	aldehyde oxidoreductase [EC:1.2.99.7]	1.4e-299
AMXMAG_0088___2738	KOfam	K20742	gamma-D-glutamyl-L-lysine dipeptidyl-peptidase [EC:3.4.14.13]	2.1e-54
AMXMAG_0088___3237	KOfam	K06949	ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]	4.1e-98
AMXMAG_0088___2438	KOfam	K02939	large subunit ribosomal protein L9	2.5e-50
AMXMAG_0088___2681	KOfam	K02911	large subunit ribosomal protein L32	2.7e-19
AMXMAG_0088___3223	KOfam	K02044	phosphonate transport system substrate-binding protein	2.1e-55
AMXMAG_0088___3054	KOfam	K02050	NitT/TauT family transport system permease protein	5.7e-59
AMXMAG_0088___2675	KOfam	K02078	acyl carrier protein	2.6e-33
AMXMAG_0088___3016	KOfam	K00928	aspartate kinase [EC:2.7.2.4]	2.8e-128
AMXMAG_0088___3109	KOfam	K06381	stage II sporulation protein D	1.8e-87
AMXMAG_0088___3416	KOfam	K09930	uncharacterized protein	3.1e-34
AMXMAG_0088___3338	KOfam	K13015	UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.136]	1.3e-193
AMXMAG_0088___2783	KOfam	K03789	[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]	7.2e-46
AMXMAG_0088___3216	KOfam	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]	1.3e-123
AMXMAG_0088___3092	KOfam	K03979	GTPase [EC:3.6.5.-]	2.4e-149
AMXMAG_0088___2325	KOfam	K01808	ribose 5-phosphate isomerase B [EC:5.3.1.6]	2.1e-61
AMXMAG_0088___3086	KOfam	K04757	serine/threonine-protein kinase RsbW [EC:2.7.11.1]	1.5e-28
AMXMAG_0088___3111	KOfam	K07263	zinc protease [EC:3.4.24.-]	7.4e-99
AMXMAG_0088___2394	KOfam	K03978	GTP-binding protein	1.6e-47
AMXMAG_0088___2960	KOfam	K03561	biopolymer transport protein ExbB	8.3e-47
AMXMAG_0088___3406	KOfam	K07713	two-component system, NtrC family, response regulator HydG	3.2e-174
AMXMAG_0088___2772	KOfam	K13766	methylglutaconyl-CoA hydratase [EC:4.2.1.18]	4.7e-107
AMXMAG_0088___3437	KOfam	K07075	uncharacterized protein	3.3e-26
AMXMAG_0088___2380	KOfam	K03549	KUP system potassium uptake protein	4e-201
AMXMAG_0088___2416	KOfam	K00652	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	5.3e-146
AMXMAG_0088___2839	KOfam	K15539	cytoskeleton protein RodZ	8.1e-49
AMXMAG_0088___3115	KOfam	K01000	phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	3.1e-95
AMXMAG_0088___2315	KOfam	K07459	putative ATP-dependent endonuclease of the OLD family	7.8e-77
AMXMAG_0088___3368	KOfam	K16554	polysaccharide biosynthesis transport protein [EC:2.7.10.3]	4.8e-178
AMXMAG_0088___2774	KOfam	K01969	3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]	6.5e-289
AMXMAG_0088___2959	KOfam	K03832	periplasmic protein TonB	1.1e-29
AMXMAG_0088___2886	KOfam	K02523	octaprenyl-diphosphate synthase [EC:2.5.1.90]	3.1e-104
AMXMAG_0088___2819	KOfam	K07315	phosphoserine phosphatase RsbU/P [EC:3.1.3.3]	1.6e-83
AMXMAG_0088___2355	KOfam	K07315	phosphoserine phosphatase RsbU/P [EC:3.1.3.3]	2.4e-73
AMXMAG_0088___2383	KOfam	K07315	phosphoserine phosphatase RsbU/P [EC:3.1.3.3]	2.7e-67
AMXMAG_0088___3197	KOfam	K07315	phosphoserine phosphatase RsbU/P [EC:3.1.3.3]	9.8e-63
AMXMAG_0088___2660	KOfam	K07315	phosphoserine phosphatase RsbU/P [EC:3.1.3.3]	1.2e-61
AMXMAG_0088___2471	KOfam	K18235	virginiamycin B lyase [EC:4.2.99.-]	3.9e-86
AMXMAG_0088___3154	KOfam	K07301	cation:H+ antiporter	1.3e-97
AMXMAG_0088___3153	KOfam	K07301	cation:H+ antiporter	8.6e-87
AMXMAG_0088___3091	KOfam	K02899	large subunit ribosomal protein L27	1.7e-38
AMXMAG_0088___3342	KOfam	K13016	UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]	6e-139
AMXMAG_0088___2901	KOfam	K02669	twitching motility protein PilT	5.5e-152
AMXMAG_0088___2418	KOfam	K01610	phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]	6.4e-226
AMXMAG_0088___2647	KOfam	K02456	general secretion pathway protein G	1.9e-28
AMXMAG_0088___2646	KOfam	K02456	general secretion pathway protein G	2.2e-27
AMXMAG_0088___2965	KOfam	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	5e-91
AMXMAG_0088___3406	KOfam	K02481	two-component system, NtrC family, response regulator	1.9e-168
AMXMAG_0088___3147	KOfam	K07076	uncharacterized protein	4.4e-13
AMXMAG_0088___3341	KOfam	K13017	UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase [EC:2.6.1.98]	1e-148
AMXMAG_0088___2362	KOfam	K07738	transcriptional repressor NrdR	3.3e-64
AMXMAG_0088___2905	KOfam	K07089	uncharacterized protein	1.6e-84
AMXMAG_0088___2678	KOfam	K00645	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	1.2e-105
AMXMAG_0088___2879	KOfam	K22369	epoxide hydrolase 4 [EC:3.3.-.-]	2.7e-103
AMXMAG_0088___2393	KOfam	K03628	transcription termination factor Rho	2.8e-229
AMXMAG_0088___2329	KOfam	K01956	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	1.2e-167
AMXMAG_0088___2785	KOfam	K17103	CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	6.4e-73
AMXMAG_0088___2500	KOfam	K01775	alanine racemase [EC:5.1.1.1]	3e-136
AMXMAG_0088___2569	KOfam	K08989	putative membrane protein	4.2e-12
AMXMAG_0088___3367	KOfam	K01991	polysaccharide biosynthesis/export protein	9.6e-54
AMXMAG_0088___2651	KOfam	K00331	NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]	3.4e-99
AMXMAG_0088___3005	KOfam	K00331	NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]	8.5e-93
AMXMAG_0088___2640	KOfam	K06998	trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]	1.3e-47
AMXMAG_0088___3281	KOfam	K00696	sucrose-phosphate synthase [EC:2.4.1.14]	2.5e-233
AMXMAG_0088___2744	KOfam	K07106	N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]	1.2e-114
AMXMAG_0088___3017	KOfam	K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	6e-89
AMXMAG_0088___3221	KOfam	K02042	phosphonate transport system permease protein	5.3e-89
AMXMAG_0088___2312	KOfam	K23107	1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]	2.3e-151
AMXMAG_0088___2821	KOfam	K23107	1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]	2e-106
AMXMAG_0088___3463	KOfam	K07066	uncharacterized protein	3.8e-36
AMXMAG_0088___3293	KOfam	K03572	DNA mismatch repair protein MutL	2.1e-178
AMXMAG_0088___3406	KOfam	K07714	two-component system, NtrC family, response regulator AtoC	6.2e-171
AMXMAG_0088___3090	KOfam	K02888	large subunit ribosomal protein L21	2.1e-35
AMXMAG_0088___2647	KOfam	K02650	type IV pilus assembly protein PilA	4.7e-27
AMXMAG_0088___2742	KOfam	K10532	heparan-alpha-glucosaminide N-acetyltransferase [EC:2.3.1.78]	4.8e-51
AMXMAG_0088___3116	KOfam	K03980	putative peptidoglycan lipid II flippase	4.1e-105
AMXMAG_0088___2356	KOfam	K07259	serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]	4.9e-99
AMXMAG_0088___2922	KOfam	K06147	ATP-binding cassette, subfamily B, bacterial	0
AMXMAG_0088___2491	KOfam	K12132	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	8.7e-109
AMXMAG_0088___2692	KOfam	K12132	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	3.9e-108
AMXMAG_0088___3315	KOfam	K12132	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	9.3e-105
AMXMAG_0088___3148	KOfam	K12132	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	2.3e-102
AMXMAG_0088___2687	KOfam	K12132	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	8.9e-102
AMXMAG_0088___3429	KOfam	K12132	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	4.4e-101
AMXMAG_0088___2428	KOfam	K12132	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	1.7e-99
AMXMAG_0088___2673	KOfam	K12132	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	1.8e-98
AMXMAG_0088___2340	KOfam	K12132	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	1.3e-97
AMXMAG_0088___3422	KOfam	K12132	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	2.5e-97
AMXMAG_0088___2574	KOfam	K12132	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	1.2e-93
AMXMAG_0088___3256	KOfam	K12132	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	2.7e-88
AMXMAG_0088___3027	KOfam	K12132	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	1.3e-86
AMXMAG_0088___2314	KOfam	K12132	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	2e-69
AMXMAG_0088___2397	KOfam	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	5.4e-101
AMXMAG_0088___3094	KOfam	K09710	ribosome-associated protein	3.6e-45
AMXMAG_0088___2989	KOfam	K00873	pyruvate kinase [EC:2.7.1.40]	1.1e-147
AMXMAG_0088___2509	KOfam	K07339	mRNA interferase HicA [EC:3.1.-.-]	2.7e-17
AMXMAG_0088___2701	KOfam	K07339	mRNA interferase HicA [EC:3.1.-.-]	1.6e-15
AMXMAG_0088___2460	KOfam	K01990	ABC-2 type transport system ATP-binding protein	1.1e-99
AMXMAG_0088___2944	KOfam	K01990	ABC-2 type transport system ATP-binding protein	4.1e-94
AMXMAG_0088___2717	KOfam	K01990	ABC-2 type transport system ATP-binding protein	1.4e-87
AMXMAG_0088___2943	KOfam	K01990	ABC-2 type transport system ATP-binding protein	1.1e-84
AMXMAG_0088___2650	KOfam	K00330	NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]	5.8e-50
AMXMAG_0088___2588	KOfam	K01012	biotin synthase [EC:2.8.1.6]	4.7e-62
AMXMAG_0088___3308	KOfam	K03177	tRNA pseudouridine55 synthase [EC:5.4.99.25]	2e-94
AMXMAG_0088___3382	KOfam	K01953	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	2.3e-57
AMXMAG_0088___3074	KOfam	K08963	methylthioribose-1-phosphate isomerase [EC:5.3.1.23]	8.1e-133
AMXMAG_0088___3304	KOfam	K02519	translation initiation factor IF-2	4.5e-277
AMXMAG_0088___2674	KOfam	K09458	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	5.2e-179
AMXMAG_0088___2945	KOfam	K01992	ABC-2 type transport system permease protein	6.4e-11
AMXMAG_0088___2819	KOfam	K01992	ABC-2 type transport system permease protein	1.1e-05
AMXMAG_0088___3280	KOfam	K00695	sucrose synthase [EC:2.4.1.13]	0
AMXMAG_0088___2505	KOfam	K03388	heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	1.5e-258
AMXMAG_0088___3222	KOfam	K02041	phosphonate transport system ATP-binding protein [EC:7.3.2.2]	1.9e-112
AMXMAG_0088___2731	KOfam	K07071	uncharacterized protein	6.4e-126
AMXMAG_0088___2961	KOfam	K03559	biopolymer transport protein ExbD	1.1e-31
AMXMAG_0088___2962	KOfam	K03559	biopolymer transport protein ExbD	2.3e-29
AMXMAG_0088___2758	KOfam	K10914	CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	4.1e-57
AMXMAG_0088___2921	KOfam	K10914	CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	2.4e-42
AMXMAG_0088___3263	KOfam	K01825	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]	0
AMXMAG_0088___3403	KOfam	K02486	two-component system, sensor kinase [EC:2.7.13.3]	6.2e-74
AMXMAG_0088___3404	KOfam	K02486	two-component system, sensor kinase [EC:2.7.13.3]	1.8e-65
AMXMAG_0088___2999	KOfam	K01616	multifunctional 2-oxoglutarate metabolism enzyme [EC:2.2.1.5 4.1.1.71 1.2.4.2 2.3.1.61]	0
AMXMAG_0088___2350	KOfam	K00252	glutaryl-CoA dehydrogenase [EC:1.3.8.6]	6.4e-188
AMXMAG_0088___2363	KOfam	K13993	HSP20 family protein	8.4e-25
AMXMAG_0088___2782	KOfam	K14742	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	9.7e-34
AMXMAG_0088___3012	KOfam	K09707	uncharacterized protein	1.2e-52
AMXMAG_0088___2699	KOfam	K07064	uncharacterized protein	1.1e-23
AMXMAG_0088___3220	KOfam	K07064	uncharacterized protein	7.3e-18
AMXMAG_0088___3270	KOfam	K07064	uncharacterized protein	9.9e-18
AMXMAG_0088___2503	KOfam	K00125	formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]	2e-78
AMXMAG_0088___2531	KOfam	K00864	glycerol kinase [EC:2.7.1.30]	2.5e-232
AMXMAG_0088___2493	KOfam	K21672	2,4-diaminopentanoate dehydrogenase [EC:1.4.1.12 1.4.1.26]	9.8e-158
AMXMAG_0088___3004	KOfam	K00333	NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]	1.5e-161
AMXMAG_0088___2927	KOfam	K01993	HlyD family secretion protein	6.9e-102
AMXMAG_0088___3239	KOfam	K06971	uncharacterized protein	1.1e-84
AMXMAG_0088___2883	KOfam	K01937	CTP synthase [EC:6.3.4.2]	1.4e-254
AMXMAG_0088___2407	KOfam	K22136	bacillithiol synthase	4.9e-76
AMXMAG_0088___3316	KOfam	K25895	protease Do-like 1, chloroplastic [EC:3.4.21.-]	8.2e-141
AMXMAG_0088___2978	KOfam	K01923	phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]	4.5e-124
AMXMAG_0088___2379	KOfam	K06902	MFS transporter, UMF1 family	4.5e-116
AMXMAG_0088___3187	KOfam	K04654	hydrogenase expression/formation protein HypD	3.5e-173
AMXMAG_0088___2898	KOfam	K22452	protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13]	9.5e-88
AMXMAG_0088___2827	KOfam	K00817	histidinol-phosphate aminotransferase [EC:2.6.1.9]	4.4e-100
AMXMAG_0088___3278	KOfam	K02027	multiple sugar transport system substrate-binding protein	4.7e-69
AMXMAG_0088___2384	KOfam	K22491	MerR family transcriptional regulator, light-induced transcriptional regulator	1.9e-40
AMXMAG_0088___3352	KOfam	K16697	teichuronic acid biosynthesis glycosyltransferase TuaC [EC:2.4.-.-]	1.1e-100
